,Unnamed: 0,SL.NO.,S_ID,Department,GENDER (M/F),AGE,X Exam,X Board,X School,X Subjects,X Medium,X YOP,X Percentage,X Actual Percentage,X Marks Obtained,X Total Marks,XII Exam,XII Board,XII School,XII Subjects,XII Medium,XII YOP,XII Std Percent,XII Actual Percent,XII Marks Obtained,XII Total Marks,Diploma Stream,Dip Uni/Board/Council,Dip Institute,Dip Medium,Dip YOP,Dip Aggregate Marks %,Permanent Loc State,Entrance Exam,Clg Year of Entry,Clg Year of Passing,Sem1,Sem2,Sem3,Sem4,Sem5,Sem Avg,Backlog Count
537,538,539,1310902078.0,IT,M,19,SECONNDARY SCHOOL EXAMINATION,B.S.E.B PATNA,HIGH SCHOOL KOLHUAN SARAN,"HINDI, ENGLISH, MATHEMATICS, SCIENCE, SOCIAL SCIENCE",HINDI,2011.0,78,73.83,443,600,INTERMEDIATE  EXAMINATION,B.S.E.B PATNA,S.D.S   COLLEGE CHHAPRA SARAN,"NON-HINDI, ALTERNATIVE ENGLISH, ENGLISH, PHYSICS, CHEMISTRY, MATHEMATICS",HINDI,2013.0,69.8,69.8,349,500.0,,,,,,,BIHAR,JEE-MAINS,2013.0,2017.0,5.93,6.9,6.97,6.54,7.27,6.722,
538,539,540,1310902075.0,IT,M,20+,MADHYAMIK PARIKSHA,WBBSE,BHATPARA AMARKRISHNA PATHSALA(H.S),"FIRST LANGUAGE(1ST PAPER),FIRST LANGUAGE(2ND PAPER),SECOND LANGUAGE,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,76.75,76.75,614,800,HIGHER SECONDARY EXAMINATION,WBCHSE,NAIHATI NARENDRA VIDYANIKETAN(H.S),"BENGALI A,ENGLISH B,CHEMISTRY,MATHEMATICS,PHYSICS,STATISTICS,ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,68.4,65.71,460,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.07,6.83,7.24,7.85,7.77,7.352000000000001,1.0
539,540,541,1310902008.0,IT,M,22,SECONDARY SCHOOL EXAMINATION,BIHAR SCHOOL EXAMINATION BOARD,"SHAHID RAJENDRA PRASAD SINGH, GOVERNMENT HIGH SCHOOL, GARDANIBAGH,PATNA","HINDI,SANSKRIT,MATHEMATICS,SCIENCE,SOCIAL SCIENCE,ENGLISH",HINDI,2010.0,66.8,66.5,399,600,INTERMEDIATE EXAMINATION,BIHAR SCHOOL EXAMINATION BOARD,"SHAHID RAJENDRA PRASAD SINGH, GOVERNMENT HIGH SCHOOL,GARDANIBAGH, PATNA","R B NON-HINDI, ALTERNATIVE ENGLISH , ENGLISH , PHYSICS , CHEMISTRY , MATHEMATICS",ENGLISH,2012.0,75.0,75.0,375,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.59,7.9,6.55,7.73,7.65,7.484,
540,541,542,1310902053.0,IT,M,21,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EXAMINATION,ALAMPUR H.M. HIGH SCHOOL,,,2010.0,70,70,567,800,SECONDARY EDUCATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,ANAKILAL SISKHA SADAN,"MATHEMATICS,PHYSICS,CHEMISTRY",BENGALI,2012.0,63.8,63.8,319,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.59,6.42,6.68,5.41,6.69,6.358,
541,542,543,1410902099.0,IT,F,22,MADHYAMIK PARIKSHA,TRIPURA BOARD OF SECONDARY EDUCATION,BANIVIDYAPITH GIRLS HIGHER SECONDARY SCHOOL,"BENGALI,ENGLISH,MATH,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,,,55,385,700,,,,,,,,,,,IT,TRIPURA UNIVERSITY,"WOMEN'S POLYTECHNIC,HAPANIA",ENGLISH,,62,TRIPURA,JELET,2014.0,2017.0,,,5.86,6.19,6.85,6.3,1.0
542,543,544,1310902041.0,IT,F,20+,MADHYAMIK PARIKSHA ,WEST BENGAL BOARD OF SECONDARY EDUCATION,SHRI RITAM VIDYAPITH,"BENGALI FIRST PAPER, BENGALI SECOND PAPER,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,89.62,89.62,717,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,JADAVPUR VIDYAPITH ,"BENGALI A,ENGLISH B,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL SCIENCE",BENGALI,2013.0,73.8,72.57,508,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.7,7.83,8.14,8.54,8.5,8.142,
543,544,545,1310902082.0,IT,M,22,INDIAN CERTIFICATE OF SECONDARY EDUCATION,COUNCIL OF INDIAN SCHOOL CERTIFICATE EXAMINATION,ST. XAVIER'S HIGH SCHOOL ,ENGLISH+HINDI+MATHEMATICS+SCIENCE+SOCIAL SCIENCE+COMPUTER APPLICATIONS+ENVIRONMENTAL EDUCATION,ENGLIGH,2010.0,79,72.43,507,700,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATIONS,CENTRAL BOARD OF SECONDARY EDUCATION,LOYOLA HIGH SCHOOL,ENGLISH+PHYSICS+CHEMISTRY+MATHEMATICS+INFORMATICS PRACTICES,ENGLISH,2013.0,73.0,65.6,328,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,6.78,6.17,6.72,6.77,6.81,6.65,
544,545,546,1310902013.0,IT,M,21,ALL INDIA SECONDARY SCHOOL EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,"DAV PUBLIC SCHOOL, KATHARA, BOKARO","ENGLISH, HINDI, MATHEMATICS, SCIENCE, SOCIAL SCIENCE",ENGLISH,2011.0,81.7,81.7,408.5,500,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,AISSCE,"DAV PUBLIC SCHOOL, KATHARA, BOKARO","ENGLISH, MATHEMATICS, PHYSICS, CHEMISTRY, PHYSICAL EDUCATION, COMPUTER SCIENCE",ENGLISH,2013.0,71.4,68.0,408,600.0,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,6.52,6.79,6.66,7.0,7.62,6.917999999999999,
545,546,547,1310902036.0,IT,F,20,MADHYAMIK PARIKSHA (SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,CARMEL HIGH SCHOOL,"BENGALI, ENGLISH,PHYSICAL SCIENCE, MATHEMATICS, LIFE SCIENCE,HISTORY, GEOGRAPHY",ENGLISH,2011.0,82,82,656,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,CARMEL HIGH SCHOOL,"BENGALI, ENGLISH, MATHEMATICS, PHYSICS, CHEMISTRY, BIOLOGY, ENVIRONMENTAL EDUCATION",ENGLISH,2013.0,77.2,77.14,540,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.22,8.21,8.41,9.73,8.62,8.638,
546,547,548,1310902059.0,IT,F,20,AISSE,CBSE,DAV PUBLIC SCHOOL SASARAM,"ENGLISH COMM.,HINDI COURSE -A,MATHEMATICS,SCIENCE,SOCIAL SCIENCE,FOUNDATION OF I T",ENGLISH,2011.0,95,95,,,AISSCE,CBSE,DAV PUBLIC SCHOOL SASARAM,"ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY, INFORMATICS PRAC.,PHYSICAL EDUCATION,",ENGLISH,2013.0,70.8,67.83,407,600.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.7,7.83,7.97,8.38,8.0,7.976000000000001,
547,548,549,1310902074.0,IT,M,20,SECONDARY SCHOOL EXAMINATION,BIHAR SCHOOL EXAMINATION BOARD,S S VIDYA MANDIR RAMDAULI,"1.HINDI 2.SANSKRIT 3.MATHEMATICS 4.SCIENCE 5.SOCIAL SCIENCE(HISTORY,CIVICS&GEOGRAPHY) 6.ENGLISH",HINDI,2010.0,74.6,62.1,373,500,INTERMEDIATE EXAMINATION,BIHAR SCHOOL EXAMINATION BOARD,"S.K.M.R.D.D.COLLEGE,BIDUPURBAZAR,VAISHALI",1.NON HINDI ALTERNATIVE ENGLISH 2.ENGLISH 3.PHYSICS 4.CHEMISTRY 5.MATHEMATICS,ENGLISH,2012.0,64.0,64.0,320,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.0,7.1,7.31,7.54,7.81,7.351999999999999,
548,549,550,1310902024.0,IT,M,23,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,SANSKRIT COLLEGIATE SCHOOL,"BENGALI 1,BENGALI 2,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2010.0,69.13,69.13,553,800, HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,SANSKRIT COLLEGIATE SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL SCIENCE",BENGALI,2012.0,68.2,67.43,472,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.48,6.9,6.48,7.69,7.15,6.94,
549,550,551,1310902026.0,IT,M,22,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BANKURA ZILLA SCHOOL,"BENGALI(FIRST PAPER-I), BENGALI(FIRST PAPER-II), ENGLISH(SECOND PAPER), MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2010.0,82.75,82.75,662,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,KENDUADIHI HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,BIOLOGY,PHYSICS,CHEMISTRY,ENVIRONMENTAL SCIENCE",BENGALI,2012.0,74.2,70.71,495,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.37,7.41,6.55,7.38,7.62,7.066,
550,551,552,1310902085.0,IT,F,22,ALL INDIA SECONDARY SCHOOL EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,KENDRIYA VIDYALAYA IIT KHARAGPUR,"ENGLISH COMMUNICATION,HINDI COURSE-A,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2009.0,72,72,360,500,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,KENDRIYA VIDYALAYA IIT KHARAGPUR,"ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY",ENGLISH,2012.0,68.4,68.4,342,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.67,6.83,6.48,6.54,6.77,6.658,
551,552,553,1310902007.0,IT,F,21,MADHYAMIK PARIKSHA(SE),WEST BENGAL BOARD OF SECONDARY EDUCATION,CHAPRA MARY IMMACULATE HIGH SCHOOL,"BENGALI-I, BENGALI-II, ENGLISH, MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2010.0,69.75,69.75,558,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY,MEMARI RASIKLAL SMRITI BALIKA VIDYALAYA,"BENGALI-A, ENGLISH-B, CHEMISTRY, MATHEMATICS, PHYSICS, BIOLOGICAL SCIENCE, ENVIRONMENTAL SCIENCE",BENGALI,2012.0,83.2,78.28,548,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.3,7.9,7,7.96,7.58,7.348000000000001,
552,553,554,1310902064.0,IT,M,21,MADHYAMIK PARIKSHA,WBBSE,SWAMI PRANABANANDA VIDYAPITH,"HINDI-1,HINDI-2,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,PHYSICAL EDUCATION",ENGLISH,2011.0,75.38,76,684,900,HIGHER SECONDARY EXAMINATION,WBCHSE,SWAMI PRANABANANDA VIDYAPITH,"HINDI,ENGLISH,CHEMISTRY,MATHS,PHYSICS,COMPUTER SCIENCE,EVS",ENGLISH,2013.0,64.6,65.71,460,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.0,7.07,6.48,8.15,7.77,7.294,
553,554,555,1310902033.0,IT,F,19,AISSE,C.B.S.E,WOODBINE MODERN SCHOOL,"MATHEMATICS,SCIENCE,SANSKRIT,SOCIAL SCIENCE,ENGLISH COMMUNICATION",ENGLISH,2011.0,95,95,475,500,AISSCE,C.B.S.E,JESUS AND MARY ACADEMY,"ENGLISH CORE,PHYSICS,CHEMISTRY,MATHEMATICS,MUSIC HIND. VOCAL",ENGLISH,2013.0,68.4,68.4,342,500.0,N.A,N.A,N.A,N.A,N.A,N.A,BIHAR,WBJEE,2013.0,2017.0,6.96,8.24,8.45,8.31,8.92,8.176,
554,555,556,1310902004.0,IT,M,22,AISSE,CBSE,"BSF Senior Secondary Residential School,kadamtala","ENGLISH COMMUNICATION,HINDI COURSE-A,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2010.0,77.9,77.9,389.5,500,AISSCE,AISSCE,"BSF SENIOR SECONDARY RESIDENTIAL SCHOOL,KADAMTALA","ENGLISH CORE,PHYSICS,CHEMISTRY,COMPUTER SCIENCE,MATHEMATICS",ENGLISH,2012.0,71.8,71.8,359,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.19,7.24,6.86,7.04,7.5,7.166,
555,556,557,1310902065.0,IT,M,23,MADHYAMIK PARIKSHA (SE),WEST BENGAL BOARD OF SECONDARY EDUCATION,JADAVPUR N K PAUL ADARSHA SIKHSHAYATAN,"BENGALI-I, BENGALI-II, ENGLISH, MATHS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2010.0,62.375,62.375,499,800, HIGHER SECONDARY ,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,JADAVPUR N K PAUL ADARSHA SIKHSHAYATAN,"BENGALI-A, ENGLISH-B, CHEMISTRY, PHYSICS, BIOLOGICAL SCIENCE, ENVIRONMENTAL SCIENCE",BENGALI,2012.0,55.5,54.42,381,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.15,6.66,6.14,5.65,6.31,6.182,
556,557,558,1310902051.0,IT,M,21,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,JADAVPUR VIDYAPITH,BENGALI FIRST LANGUAGE ENGLISH SECOND LANGUAGE,BENGALI,2011.0,71.75,71.75,574,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,NAKTALA HIGH SCHOOL,PHYSICS CHEMISTRY MATHEMATICS BIOLOGICAL SCIENCE,ENGLISH,2013.0,62.4,59.43,416,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.93,7.59,7.48,8.0,8.08,7.616,2.0
557,558,559,1410902100.0,IT,F,23,MADHYAMIK PARIKSHA,TRIPURA BOARD OF SECONDARY EDUCATION,M. T. GIRLS' H.S. SCHOOL,"BENGALI, ENGLISH, MATHS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2010.0,53.43,53.43,374,700,,,,,,,,,,,IT,TRIPURA UNIVERSITY,WOMEN'S POLYTECHNIC,ENGLISH,2014,65.5,TRIPURA,JELET,2014.0,2017.0,,,6.34,6.31,7.31,6.653333333333332,
558,559,560,1310902009.0,IT,M,21,MADHYAMIK,J.A.C RANCHI,"MODEL PUBLIC HIGH SCHOOL,KUJJU","MATHEMATICS,SCIENCE,HINDI,ENGLISH,SOCIAL SCIENCE,SANSKRIT",HINDI,2010.0,60.6,60,360,600,INTERMIDIATE,J.A.C RANCHI,"I.G.S COLLEGE, MANDU","ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,COMPUTER SCIENCE,HINDI",ENGLISH,2012.0,63.6,60.0,359,600.0,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,6.3,6.72,6.14,6.69,6.58,6.486,
559,560,561,1310902067.0,IT,M,21,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BEHALA ARYYA VIDYAMANDIR,"BENGALI(1ST PAPER),BENGALI(2ND PAPER),ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,83.25,83.25,666,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,JODHPUR PARK BOYS SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,71.6,73.43,514,700.0,NO,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.07,7.9,7.28,8.15,8.38,7.756,
560,561,562,1310902029.0,IT,M,23,SECONDARY SCHOOL EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,DELHI PUBLIC SCHOOL,"ENGLISH,HINDI,MATHEMATICS,SCIENCE,SOCIAL SCIENCE,INTRODUCTORY I T",ENGLISH,2010.0,7.6,7.6,7.6,10,HIGHER SECONDARY EXAMINATION,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATION,ST. THOMAS' DAY SCHOOL,"ENGLISH,ENVIRONMENTAL EDUCATION,HINDI,MATHEMATICS,PHYSICS,CHEMISTRY,COMPUTER SCIENCE",ENGLISH,2012.0,66.28,66.28,464,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.3,8.21,6.86,7.92,8.58,7.773999999999999,
561,562,563,1310902080.0,IT,M,20,SECONDARY EXAMINATION,WBBSE,N.T.P.C.HIGH SCHOOL(DAV),"BENGALI 1, BENGALI 2, ENGLISH, MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY,GEOGRAPHY,",BENGALI,2011.0,63.75,63.75,510,800,HIGHER SECONDARY EXAMINATION,WBCHSE,N.T.P.C.HIGH SCHOOL(DAV),"BENGALI, ENGLISH, CHEMISTRY, PHYSICS, MATHEMATICS, BIOLOGY, ENVIRONMENT,",BENGALI,2013.0,68.8,70.57,494,700.0,,,,,,,WEST BENGAL,JEE-MAINS,2013.0,2017.0,6.04,6.17,5.69,5.92,6.65,6.093999999999999,
562,563,564,1310902030.0,IT,F,21,MADHYAMIK PARIKSHA ,WEST BENGAL BOARD OF SECONDARY EDUCATION,GARIA HARIMATI DEBI UCHCHAYA BALIKA VIDYALAYA,"BENGALI-I, BENGALI-II, ENGLISH, MATHS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2011.0,84.87,84.87,679,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,GARIA HARIMATI DEBI UCHCHAYA BALIKA VIDYALAYA,"BENGALI, ENGLISH, CHEMISTRY, MATHEMATICS, PHYSICS,COMPUTER SCIENCE, ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,83.8,80.14,561,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.59,8.45,7.93,8.81,8.5,8.256,1.0
563,564,565,1310902011.0,IT,M,21,SECONDARY SCHOOL EXAMINATION,CBSE,INDIAN PUBLIC SCHOOL,"HINDI,SCIENCE,MATHEMATICS,ENGLISH,SOCIAL SCIENCE.",ENGLISH,2010.0,51.3,51.3,257,500,INTERMEDIATE EXAMINATION,BSEB,"DHANUKHI, VAISHALI","HINDI+ALTERNATiVE ENGLISH,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS",ENGLISH,2012.0,63.2,63.2,316,500.0,,,,,,,BIHAR,JEE-MAINS,2013.0,2017.0,6.04,6.14,5.72,5.0,5.04,5.587999999999999,
564,565,566,1310902058.0,IT,F,20,MADHYAMIK PARIKSHA (SECONDRY EXAMINATION),WEST BENGAL BOARD OF SECONDRY EDUCATION,SALKIA SRI HANUMAN BALIKA VIDYALAYA,"1.FIRST LANGUAGE-HINDI(I),HINDI(II) 2.SECOND LANGUAGE-ENGLISH 3.MATHEMATICS 4.PHYSICAL SCIENCE 5.LIFE SCIENCE 6.HISTORY 7.GEOGRAPHY 8.OPTIONAL ELECTIVE-WORK EDUCATION GROUP",HINDI,2011.0,64,63.77,574,900,HIGHER SECONDRY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDRY EDUCATION,SHREE JAIN VIDYALAYA FOR GIRLS,1.GROUP(A)-HINDI(A) 2.GROUP(B)-ENGLISH(B) 3.COMPULSORY ELECTIVES-(i)PHYSICS(ii)CHEMISTRY(iii)MATHEMATICS 4.OPTIONAL ELECTIVE-BIOLOGICAL SCIENCE 5.COMPULSORY-ENVIRONMENTAL EDUCATION,ENGLISH,2013.0,51.4,58.5,351,600.0,N.A,N.A,N.A,N.A,N.A,N.A,WEST BENGAL,WBJEE,2013.0,2017.0,6.3,7.72,7.69,7.38,8.19,7.456,5.0
565,566,567,1310902052.0,IT,F,22,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,NABADWIP TARASUNDARI GIRLS HIGH SCHOOL,"BENGALI 1, BENGALI 2, ENGLISH, MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2010.0,77.62,77.62,621,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,NABADWIP TARASUNDARI GIRLS HIGH SCHOOL,"BENGALI, ENGLISH, CHEMISTRY, MATHEMATICS, PHYSICS, BIOLOGY, ENVIRONMENTAL SCIENCE",BENGALI,2012.0,77.8,75.28,527,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.67,8.34,7.34,7.77,8.77,7.978,
566,567,568,1310902017.0,IT,M,21,AISSE,CBSE,CAMBRIAN PUBLIC SCHOOL,"ENGLISH COMM.,COMM. SANSKRIT,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2010.0,83.6,83.6,418,500,AISSCE,CBSE,D.A.V PUBLIC SCHOOL GANDHINAGAR CCL RANCHI,"ENGLISH CORE ,MATHEMATICS,PHYSICS,CHEMISTRY,PHYSICAL EDUCATION",ENGLISH,2012.0,69.0,69.0,345,500.0,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,7.67,7.48,6.31,6.46,7.35,7.054,
567,568,569,1310902055.0,IT,F,21,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EXAMINATION,SPRINGDALE HIGH SCHOOL,"BENGALI 1ST PAPER,BENGALI 2ND PAPER,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",ENGLISH,2011.0,81,81,648,800,WEST BENGAL COUNCIL OF HIGHER HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,SPRINGDALE HIGH SCHOOL,"BENGALI,ENGLISH,BIOLOGY,CHEMISTRY,PHYSICS,MATHS,EVS",ENGLISH,2013.0,72.6,71.71,502,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.3,7.14,7.79,8.31,8.54,7.816,
568,569,570,1310902032.0,IT,M,21,I.C.S.E,C.I.S.C.E.,"DON BOSCO SCHOOL,LILUAH,HOWRAH","1-ENGLISH,2-BENGALI,3-ENVIRONMENTAL EDUCATION,4-HISTORY,CIVICS AND GEOGRAPHY,5-MATHEMATICS,6-SCIENCE,7-COMPUTER APPLICATIONS",ENGLISH,2011.0,92,88.14,617,700,I.S.C,C.I.S.C.E.,"DON BOSCO SCHOOL,LILUAH,HOWRAH","1-ENGLISH,2-MATHEMATICS,3-PHYSICS,4-CHEMISTRY,5-COMPUTER SCIENCE",ENGLISH,2013.0,82.5,82.0,410,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.93,8.07,8.07,8.42,8.35,8.168000000000001,
569,570,571,1310902060.0,IT,M,22,ICSE,CISCE,"THE ASSEMBLY OF GOD CHURCH SCHOOL, PARK STREET","ENGLISH, SCIENCE, MATHS, COMPUTER APPLICATIONS, HISTORY & GEOGRAPHY, ENVIRONMENTAL EDUCATION, BENGALI",ENGLISH,2010.0,80.8,74.57,522,700,I.S.C,CISCE,"THE ASSEMBLY OF GOD CHURCH SCHOOL, PARK STREET","ENGLISH, PHYSICS, CHEMISTRY, MATHS, COMPUTER SCIENCE, ENVIRONMENTAL EDUCATION, BENGALI",ENGLISH,2012.0,79.25,71.14,498,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.56,8.0,7.72,8.46,8.31,8.01,
570,571,572,1310902056.0,IT,F,21,INDIAN CERTIFICATE OF SECONDARY EDUCATION,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,"ROCKVALE ACADEMY, KALIMPONG","ENGLISH-HINDI-ENVIRONMENTAL EDUCATION-HISTORY,CIVICS AND GEOGRAPHY-MATHEMATICS-SCIENCE-ECONOMIC APPLICATIONS",ENGLISH,2011.0,91,85.86,601,700,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION (CBSE),"DELHI PUBLIC SCHOOL, RUBY PARK",ENGLSIH CORE-PHYSICS-CHEMISTRY-MATHEMATICS-ECONOMICS,ENGLISH,2013.0,85.25,78.2,391,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.26,8.83,8,8.42,7.81,8.064,
571,572,573,1310902086.0,IT,M,20,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,BETBERIA HIGH SCHOOL,"FIRST LANGUAGE(1ST PAPER),FIRST LANGUAGE(2ND PAPER),SECOND LANGUAGE,MATHEMATICES,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,OPTIONAL ELECTIVE SUBJECT",BENGALI,2011.0,77,77.56,698,900,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF SECONDARY EDUCATION,BADURIA L M S HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIROMENT",BENGALI,2013.0,72.8,73.28,453,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.0,6.83,7.38,7.42,7.77,7.080000000000001,
572,573,574,1310902025.0,IT,F,20,AISSE,CBSE,HOLY CROSS SCHOOL,"MATHEMATICS,SOCIAL SCIENCE,HINDI COURSE-A,ENGLISH COMMUNICATION,SCIENCE",ENGLISH,2011.0,87.4,87.4,437,500,AISSCE,CBSE,HOLY CROSS SCHOOL,"ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY,PHYSICAL EDUCATION",ENGLISH,2013.0,87.0,87.0,435,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.26,8.28,8.41,8.31,8.81,8.414,
